Serial,m1n3,2000,2000,2000,26.674707
Serial,m1n2,2000,2000,2000,27.128587
Serial,m2n3,2000,2000,2000,28.366408
Serial,m3n2,2000,2000,2000,58.433532
Serial,m2n1,2000,2000,2000,59.101995
Serial,m3n1,2000,2000,2000,205.619803
OpenMP-1,m1n3,2000,2000,2000,26.899053
OpenMP-1,m1n2,2000,2000,2000,27.654708
OpenMP-1,m2n3,2000,2000,2000,29.091913
OpenMP-1,m3n2,2000,2000,2000,61.353010
OpenMP-1,m2n1,2000,2000,2000,61.914390
OpenMP-1,m3n1,2000,2000,2000,224.744686
OpenMP-2,m1n3,2000,2000,2000,13.679197
OpenMP-2,m1n2,2000,2000,2000,13.556085
OpenMP-2,m2n3,2000,2000,2000,13.919641
OpenMP-2,m3n2,2000,2000,2000,32.868432
OpenMP-2,m2n1,2000,2000,2000,35.626098
OpenMP-2,m3n1,2000,2000,2000,117.077734
OpenMP-4,m1n3,2000,2000,2000,6.753959
OpenMP-4,m1n2,2000,2000,2000,6.842276
OpenMP-4,m2n3,2000,2000,2000,7.271393
OpenMP-4,m3n2,2000,2000,2000,15.352917
OpenMP-4,m2n1,2000,2000,2000,21.926690
OpenMP-4,m3n1,2000,2000,2000,62.464872
OpenMP-8,m1n3,2000,2000,2000,3.505914
OpenMP-8,m1n2,2000,2000,2000,3.572053
OpenMP-8,m2n3,2000,2000,2000,3.796526
OpenMP-8,m3n2,2000,2000,2000,7.838265
OpenMP-8,m2n1,2000,2000,2000,12.903102
OpenMP-8,m3n1,2000,2000,2000,33.404535
OpenMP-16,m1n3,2000,2000,2000,1.876059
OpenMP-16,m1n2,2000,2000,2000,1.862658
OpenMP-16,m2n3,2000,2000,2000,1.959482
OpenMP-16,m3n2,2000,2000,2000,4.173187
OpenMP-16,m2n1,2000,2000,2000,11.020790
OpenMP-16,m3n1,2000,2000,2000,16.483056
OpenMP-32,m1n3,2000,2000,2000,1.096668
OpenMP-32,m1n2,2000,2000,2000,1.116310
OpenMP-32,m2n3,2000,2000,2000,1.178325
OpenMP-32,m3n2,2000,2000,2000,2.344478
OpenMP-32,m2n1,2000,2000,2000,10.601792
OpenMP-32,m3n1,2000,2000,2000,12.746815
